AGE,FITNESS_CLASS_NAME,GENDER,MARITAL_STATUS,PROFESSION,SIGN_UP_REASON
27.0,Zumba,M,Single,Other,Lose Weight
27.0,Zumba,F,Single,Retail,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
27.0,Zumba,F,Single,Student,Lose Weight
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
29.0,Yoga,F,Single,Other,Tone
29.0,Yoga,F,Single,Other,Tone
29.0,Yoga,F,Single,Other,Tone
35.0,Zumba,F,Single,Professional,Lose Weight
27.0,Zumba,F,Single,Retail,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
48.0,Zumba,F,Married,Professional,Lose Weight
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
49.0,Pilates,M,Married,Other,Tone
49.0,Pilates,M,Married,Other,Tone
49.0,Pilates,M,Married,Other,Tone
38.0,Zumba,F,Single,Professional,Lose Weight
50.0,Zumba,F,Married,Retail,Lose Weight
50.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
50.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
50.0,Bodybuilding Bootcamp,F,Married,Retail,Lose Weight
26.0,Zumba,F,Single,Professional,Lose Weight
27.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Yoga,M,Married,Professional,Tone
25.0,Zumba,F,Married,Sales,Maintain
19.0,Zumba,M,Single,Student,Lose Weight
48.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
25.0,Zumba,F,Single,Retail,Lose Weight
57.0,Yoga,M,Married,Professional,Tone
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
23.0,Yoga,M,Single,Other,Tone
23.0,Yoga,M,Single,Other,Tone
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
29.0,Bodybuilding Bootcamp,F,Single,Other,Tone
22.0,Zumba,F,Single,Student,Maintain
33.0,Zumba,F,Single,Retail,Build Muscle
49.0,Pilates,M,Unspecified,Other,Tone
49.0,Pilates,M,Unspecified,Other,Tone
29.0,Yoga,M,Single,Trades,Maintain
29.0,Yoga,M,Single,Trades,Lose Weight
33.0,Zumba,F,Single,Retail,Build Muscle
25.0,Yoga,M,Single,Retail,Tone
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
49.0,Yoga,F,Married,Other,Tone
49.0,Yoga,F,Married,Other,Tone
30.0,Bodybuilding Bootcamp,M,Single,Professional,Tone
30.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Zumba,F,Single,Professional,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
28.0,Zumba,F,Single,Professional,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
48.0,Zumba,F,Married,Executive,Lose Weight
53.0,Yoga,F,Married,Other,Tone
53.0,Yoga,F,Married,Other,Tone
28.0,Yoga,M,Single,Sales,Tone
37.0,Zumba,F,Single,Professional,Build Muscle
33.0,Yoga,M,Single,Trades,Tone
21.0,Zumba,F,Single,Other,Build Muscle
23.0,Zumba,F,Single,Student,Build Muscle
24.0,Zumba,F,Single,Retail,Lose Weight
24.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
31.0,Yoga,M,Single,Trades,Tone
28.0,Bodybuilding Bootcamp,F,Married,Professional,Tone
28.0,Zumba,F,Married,Professional,Lose Weight
28.0,Zumba,F,Married,Professional,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Zumba,M,Unspecified,Trades,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
33.0,Zumba,M,Married,Sales,Build Muscle
33.0,Pilates,M,Married,Sales,Tone
33.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
33.0,Zumba,M,Married,Sales,Lose Weight
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Zumba,F,Single,Other,Lose Weight
34.0,Zumba,F,Single,Other,Lose Weight
45.0,Pilates,M,Married,Other,Tone
45.0,Pilates,M,Married,Other,Maintain
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
29.0,Zumba,M,Married,Sales,Lose Weight
35.0,Bodybuilding Bootcamp,M,Single,Other,Tone
35.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
29.0,Yoga,M,Single,Sales,Maintain
29.0,Yoga,M,Single,Sales,Tone
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Sales,Maintain
39.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
34.0,Zumba,F,Married,Professional,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
34.0,Zumba,F,Married,Professional,Lose Weight
58.0,Pilates,M,Unspecified,Other,Tone
58.0,Pilates,M,Unspecified,Other,Lose Weight
58.0,Pilates,M,Unspecified,Other,Tone
28.0,Bodybuilding Bootcamp,F,Single,Other,Lose Weight
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
29.0,Zumba,F,Single,Retail,Build Muscle
29.0,Zumba,F,Single,Retail,Lose Weight
46.0,Pilates,M,Married,Retired,Tone
46.0,Pilates,M,Married,Retired,Tone
46.0,Pilates,M,Married,Retired,Tone
46.0,Pilates,M,Married,Retired,Tone
19.0,Zumba,M,Single,Professional,Lose Weight
19.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
26.0,Yoga,F,Single,Other,Tone
26.0,Yoga,F,Single,Other,Build Muscle
26.0,Zumba,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Executive,Tone
26.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
41.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
28.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
28.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
24.0,Zumba,F,Single,Professional,Lose Weight
24.0,Zumba,F,Single,Professional,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
33.0,Spin Class,M,Single,Professional,Lose Weight
33.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
47.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
47.0,Zumba,F,Unspecified,Hospitality,Lose Weight
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Zumba,F,Married,Professional,Lose Weight
43.0,Zumba,F,Married,Professional,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
34.0,Yoga,M,Single,Other,Tone
34.0,Yoga,M,Single,Other,Tone
34.0,Yoga,M,Single,Other,Lose Weight
34.0,Yoga,M,Single,Other,Tone
34.0,Yoga,M,Single,Other,Tone
34.0,Yoga,M,Single,Other,Maintain
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Other,Tone
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Zumba,F,Married,Professional,Build Muscle
34.0,Zumba,F,Married,Professional,Maintain
34.0,Zumba,F,Married,Professional,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
34.0,Zumba,F,Married,Professional,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
34.0,Yoga,F,Married,Professional,Lose Weight
34.0,Zumba,F,Married,Professional,Lose Weight
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Lose Weight
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Zumba,F,Married,Executive,Lose Weight
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
27.0,Yoga,M,Single,Retail,Maintain
27.0,Yoga,M,Single,Retail,Tone
27.0,Yoga,M,Single,Retail,Tone
48.0,Yoga,M,Married,Professional,Tone
48.0,Zumba,M,Married,Professional,Lose Weight
48.0,Yoga,M,Married,Professional,Tone
59.0,Pilates,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
26.0,Yoga,F,Married,Sales,Tone
26.0,Yoga,F,Married,Sales,Tone
28.0,Zumba,F,Single,Other,Lose Weight
32.0,Zumba,M,Single,Professional,Lose Weight
32.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
55.0,Yoga,F,Married,Other,Tone
25.0,Zumba,F,Single,Sales,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
26.0,Zumba,M,Married,Professional,Lose Weight
24.0,Yoga,M,Single,Sales,Tone
24.0,Yoga,M,Single,Sales,Tone
49.0,Pilates,F,Unspecified,Hospitality,Tone
49.0,Pilates,F,Unspecified,Hospitality,Tone
49.0,Zumba,F,Unspecified,Hospitality,Lose Weight
36.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
25.0,Zumba,F,Single,Professional,Lose Weight
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Yoga,M,Married,Professional,Tone
45.0,Yoga,M,Married,Professional,Tone
26.0,Yoga,M,Single,Sales,Tone
28.0,Yoga,M,Single,Sales,Tone
28.0,Yoga,M,Single,Sales,Tone
32.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
41.0,Zumba,F,Unspecified,Hospitality,Build Muscle
20.0,Yoga,M,Single,Sales,Build Muscle
39.0,Yoga,M,Married,Professional,Tone
39.0,Bodybuilding Bootcamp,M,Married,Professional,Build Muscle
39.0,Yoga,M,Married,Professional,Tone
39.0,Yoga,M,Married,Professional,Tone
39.0,Yoga,M,Married,Professional,Tone
19.0,Zumba,F,Single,Student,Tone
19.0,Zumba,F,Single,Student,Lose Weight
35.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
44.0,Yoga,F,Unspecified,Sales,Tone
39.0,Zumba,F,Single,Professional,Build Muscle
24.0,Zumba,F,Single,Retail,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Sales,Lose Weight
32.0,Zumba,M,Married,Sales,Lose Weight
44.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Zumba,F,Married,Professional,Lose Weight
35.0,Yoga,F,Married,Professional,Tone
41.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Zumba,M,Married,Sales,Lose Weight
36.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
25.0,Yoga,M,Single,Sales,Tone
26.0,Bodybuilding Bootcamp,M,Married,Sales,Lose Weight
41.0,Yoga,M,Married,Professional,Build Muscle
41.0,Yoga,M,Married,Professional,Tone
29.0,Zumba,F,Single,Other,Lose Weight
36.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
31.0,Yoga,M,Single,Sales,Tone
31.0,Yoga,M,Single,Sales,Tone
31.0,Yoga,M,Single,Sales,Tone
31.0,Yoga,M,Single,Sales,Tone
27.0,Zumba,M,Single,Other,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
19.0,Yoga,M,Single,Student,Tone
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
26.0,Zumba,F,Single,Professional,Build Muscle
29.0,Zumba,F,Single,Professional,Build Muscle
28.0,Yoga,F,Single,Other,Tone
25.0,Zumba,F,Single,Student,Lose Weight
25.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Tone
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
26.0,Zumba,F,Single,Retail,Build Muscle
45.0,Zumba,F,Unspecified,Hospitality,Build Muscle
45.0,Zumba,F,Unspecified,Hospitality,Build Muscle
45.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Lose Weight
45.0,Zumba,F,Unspecified,Hospitality,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
67.0,Zumba,F,Married,Retired,Lose Weight
37.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
31.0,Bodybuilding Bootcamp,F,Unspecified,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Unspecified,Other,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
25.0,Zumba,F,Single,Professional,Lose Weight
23.0,Zumba,F,Single,Professional,Build Muscle
23.0,Zumba,F,Single,Professional,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
27.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
48.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
37.0,Zumba,F,Single,Professional,Build Muscle
37.0,Bodybuilding Bootcamp,F,Single,Professional,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Spin Class,F,Married,Executive,Lose Weight
25.0,Zumba,F,Unspecified,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Tone
28.0,Zumba,F,Single,Other,Lose Weight
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
23.0,Zumba,F,Single,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
47.0,Pilates,M,Married,Retired,Tone
47.0,Pilates,M,Married,Retired,Lose Weight
27.0,Yoga,F,Single,Other,Maintain
27.0,Yoga,F,Single,Other,Tone
27.0,Yoga,F,Single,Other,Tone
58.0,Pilates,M,Married,Trades,Tone
40.0,Bodybuilding Bootcamp,F,Married,Other,Tone
20.0,Zumba,F,Single,Retail,Lose Weight
49.0,Pilates,M,Married,Other,Tone
49.0,Pilates,M,Married,Other,Tone
20.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
27.0,Zumba,F,Single,Retail,Lose Weight
27.0,Zumba,F,Single,Student,Lose Weight
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
22.0,Zumba,F,Single,Professional,Lose Weight
29.0,Zumba,F,Single,Retail,Lose Weight
48.0,Zumba,F,Married,Other,Build Muscle
28.0,Yoga,M,Single,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
51.0,Yoga,M,Married,Professional,Tone
51.0,Yoga,M,Married,Professional,Tone
49.0,Zumba,F,Married,Sales,Lose Weight
42.0,Yoga,M,Married,Professional,Lose Weight
22.0,Zumba,F,Single,Professional,Lose Weight
49.0,Zumba,F,Married,Executive,Build Muscle
37.0,Yoga,M,Married,Professional,Tone
37.0,Yoga,M,Married,Professional,Lose Weight
27.0,Zumba,M,Single,Sales,Build Muscle
27.0,Yoga,M,Single,Sales,Tone
68.0,Yoga,F,Married,Other,Tone
68.0,Yoga,F,Married,Other,Tone
21.0,Zumba,M,Single,Student,Build Muscle
21.0,Zumba,M,Single,Student,Build Muscle
42.0,Pilates,M,Married,Retired,Tone
42.0,Pilates,M,Married,Retired,Tone
42.0,Pilates,M,Married,Retired,Tone
42.0,Pilates,M,Married,Retired,Maintain
42.0,Pilates,M,Married,Retired,Tone
59.0,Pilates,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
59.0,Yoga,M,Married,Professional,Tone
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
24.0,Zumba,F,Single,Professional,Lose Weight
24.0,Zumba,F,Single,Professional,Lose Weight
49.0,Yoga,F,Married,Other,Tone
49.0,Yoga,F,Married,Other,Tone
49.0,Yoga,F,Married,Other,Tone
42.0,Yoga,M,Married,Professional,Tone
42.0,Pilates,M,Married,Professional,Tone
42.0,Yoga,M,Married,Professional,Tone
42.0,Zumba,M,Married,Professional,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Tone
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Pilates,M,Married,Sales,Tone
44.0,Pilates,M,Married,Sales,Tone
40.0,Pilates,M,Unspecified,Trades,Tone
40.0,Pilates,M,Unspecified,Trades,Tone
40.0,Bodybuilding Bootcamp,M,Unspecified,Trades,Build Muscle
19.0,Zumba,F,Single,Retail,Lose Weight
19.0,Zumba,F,Single,Retail,Lose Weight
23.0,Zumba,M,Single,Student,Lose Weight
23.0,Zumba,M,Single,Student,Lose Weight
23.0,Zumba,M,Single,Student,Lose Weight
33.0,Spin Class,M,Married,Trades,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Trades,Tone
33.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
25.0,Yoga,M,Single,Retail,Tone
25.0,Yoga,M,Single,Retail,Tone
25.0,Yoga,M,Single,Retail,Tone
50.0,Pilates,M,Unspecified,Other,Tone
50.0,Pilates,M,Unspecified,Other,Tone
44.0,Pilates,M,Married,Other,Tone
44.0,Pilates,M,Married,Other,Tone
44.0,Pilates,M,Married,Other,Tone
34.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
34.0,Spin Class,M,Single,Other,Lose Weight
29.0,Yoga,M,Single,Sales,Build Muscle
29.0,Yoga,M,Single,Sales,Tone
29.0,Yoga,M,Single,Sales,Tone
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
23.0,Yoga,F,Single,Other,Tone
23.0,Spin Class,F,Single,Other,Lose Weight
23.0,Yoga,F,Single,Other,Tone
51.0,Zumba,F,Married,Retired,Lose Weight
51.0,Zumba,F,Married,Retired,Build Muscle
51.0,Spin Class,F,Married,Retired,Tone
40.0,Bodybuilding Bootcamp,F,Married,Other,Tone
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
63.0,Yoga,F,Married,Other,Tone
63.0,Zumba,F,Married,Other,Lose Weight
63.0,Yoga,F,Married,Other,Tone
20.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Hospitality,Tone
43.0,Zumba,M,Married,Other,Build Muscle
43.0,Yoga,M,Married,Other,Maintain
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Zumba,M,Married,Other,Lose Weight
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Zumba,M,Unspecified,Other,Lose Weight
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Lose Weight
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Tone
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
48.0,Zumba,M,Married,Other,Lose Weight
48.0,Pilates,M,Married,Other,Tone
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Maintain
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Zumba,F,Single,Professional,Maintain
34.0,Zumba,F,Single,Professional,Lose Weight
25.0,Zumba,F,Single,Retail,Build Muscle
25.0,Zumba,F,Single,Retail,Lose Weight
19.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Maintain
19.0,Yoga,M,Single,Retail,Tone
31.0,Zumba,M,Married,Other,Lose Weight
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
46.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
46.0,Yoga,F,Married,Other,Tone
46.0,Yoga,F,Married,Other,Lose Weight
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Zumba,F,Single,Retail,Lose Weight
37.0,Zumba,F,Single,Retail,Build Muscle
20.0,Zumba,F,Single,Retail,Build Muscle
20.0,Zumba,F,Single,Retail,Lose Weight
26.0,Zumba,F,Single,Other,Build Muscle
26.0,Zumba,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,F,Single,Other,Lose Weight
36.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Zumba,F,Single,Professional,Lose Weight
